dialog_act,utterance
inform,"im looking for a korean restaurant in the expensive price range
"
inform,"im looking for a moderately priced restaurant that serves uh
"
inform,"expensive
"
inform,"italian
"
inform,"world food
"
inform,"a cheap restaurant that serves basque food
"
inform,"is modern european food any good
"
inform,"south part of town
"
inform,"any
"
inform,"unusual food
"
inform,"moderately priced restaurant in east part of town
"
inform,"i dont care
"
inform,"i dont care
"
inform,"gastropub
"
inform,"moderat
"
inform,"looking for a moderately priced restaurant that serves unusual food
"
inform,"im looking for an expensive restaurant that serves belgium food
"
inform,"im looking for a restaurant that serves turkish food
"
inform,"north
"
inform,"doesnt matter
"
inform,"spanish food
"
inform,"south part of town
"
inform,"north
"
inform,"gastropub
"
inform,"i dont care
"
inform,"moderately priced food
"
inform,"do you have vietnamese food
"
inform,"doesnt matter
"
inform,"in the east part of
"
inform,"vietnamese in the center part of town
"
inform,"west part of town
"
inform,"cheap
"
inform,"moroccan
"
inform,"it doesnt matter
"
inform,"i dont care
"
inform,"any
"
inform,"im looking for an expensive restaurant in the south
"
inform,"italian
"
inform,"im looking for world food
"
inform,"i want something that serves lebanese food
"
inform,"indian food
"
inform,"any
"
inform,"world food
"
inform,"expensive
"
inform,"um anything else please
"
inform,"can i get a restaurant in the south part of town that serves cuban food
"
inform,"south
"
inform,"i need a place in the centre of town that serves mexican food
"
inform,"doesnt matter
"
inform,"south
"
inform,"i dont care
"
inform,"modern european
"
inform,"class over
"
inform,"italian
"
inform,"im looking for a cheap restaurant in the east part of town
"
inform,"mediterranean food
"
inform,"gastro pub
"
inform,"im looking for an expensive restaurant that serves
"
inform,"ah can i find a unintelligible restaurant serving scotch food
"
inform,"cantonese
"
inform,"italian
"
inform,"expensive restaurant in the south part of town
"
inform,"food type
"
inform,"im looking for an expensive restaurant in the south part of town
"
inform,"south part
"
inform,"irish
"
inform,"moderately priced
"
inform,"russian
"
inform,"i would like asian oriental
"
inform,"doesnt matter west part of town
"
inform,"east of town
"
inform,"seafood
"
inform,"i dont care but i want it to be in the east part of town
"
inform,"west
"
inform,"can i have greek food
"
inform,"indian type of food
"
inform,"moderately priced restaurant in the south of town
"
inform,"cheap
"
inform,"iam looking for a restaurant that serves bistro food
"
inform,"jamaican food
"
inform,"italian food
"
inform,"i dont care
"
inform,"im looking for a restaurant in the west part of town with
"
inform,"south
"
inform,"doesnt matter
"
inform,"chinese food
"
inform,"i dont care
"
inform,"im looking for chinese food
"
inform,"im looking for a cheap restaurant in the west part of
"
inform,"indian food
"
inform,"in the south part of town
"
inform,"cheap restaurant
"
inform,"ah im looking for a restaurant in the center serving french food
"
inform,"dont care want afghan food afghan food afghan
"
inform,"in the east part of town
"
inform,"portuguese
"
inform,"im looking for a restaurant that serves
"
inform,"lebanese food
"
inform,"im looking for a restaurant in the east part of town serving catalan food
"
inform,"breath expensive
"
inform,"the east part of town
"
inform,"any area is fine with me
"
inform,"cheap restaurant west part of town
"
inform,"cheap
"
inform,"any
"
inform,"uh cheap moderate
"
inform,"south
"
inform,"im looking for an expensive restaurant and it should be the east part of town
"
inform,"thai food
"
inform,"west
"
inform,"cheap restaurant
"
inform,"spanish food
"
inform,"i want to find a cheap restaurant
"
inform,"i would like vietnamese food
"
inform,"west
"
inform,"center
"
inform,"seafood
"
inform,"i dont care
"
inform,"unintelligible restaurant
"
inform,"dont care
"
inform,"center of town
"
inform,"i dont care
"
inform,"cheap restaurant welsh food
"
inform,"im looking for a moderately
"
inform,"im looking for a restaurant serving romanian food
"
inform,"barbecue food
"
inform,"south
"
inform,"dont care
"
inform,"indian
"
inform,"im looking for a moderately priced in the south
"
inform,"im looking for a restaurant in the east part of town that serves british food
"
inform,"gastropub
"
inform,"moroccan food
"
inform,"i need to find an expensive restaurant in the south park of town
"
inform,"any
"
inform,"im looking for a restaurant that serves german food
"
inform,"looking for a restaurant in the south part of town serving
"
inform,"italian food
"
inform,"indian food
"
inform,"are there any turkish restaurants
"
inform,"north
"
inform,"im looking for a restaurant in the west part of town that serves danish food
"
inform,"west part of town creative food
"
inform,"i dont care
"
inform,"thai food
"
inform,"airitran
"
inform,"i would like to find a restaurant in the centre
"
inform,"thai
"
inform,"i want a restaurant that serves
"
inform,"im looking at a cheap restaurant and it should be
"
inform,"i want to find a restaurant in the center that serves irish
"
inform,"malaysian food
"
inform,"italian
"
inform,"dont care
"
inform,"i dont care
"
inform,"west
"
inform,"it doesnt matter
"
inform,"find me a portuguese restaurant
"
inform,"downtown
"
inform,"i would like gastropub
"
inform,"hungarian
"
inform,"swedish
"
inform,"south
"
inform,"north side
"
inform,"south
"
inform,"north american
"
inform,"corsica
"
inform,"does anyone serve eritrean food
"
inform,"center
"
inform,"mediterranean
"
inform,"any part
"
inform,"polynesian food
"
inform,"im looking for a restaurant
"
inform,"dont care east part of town
"
inform,"i dont care
"
inform,"im looking for a restaurant in the east part of town serving chinese food
"
inform,"i want to find a restaurant in the east part of town
"
inform,"thai food
"
inform,"im looking for a moderately priced restaurant that serves
"
inform,"expensive restaurant thai food
"
inform,"polynesian food
"
inform,"doesnt matter
"
inform,"any
"
inform,"doesnt matter
"
inform,"i dont care
"
inform,"south part of town
"
inform,"moderate
"
inform,"north part of town
"
inform,"restaurant in the north part of town
"
inform,"im looking for a thai restaurant
"
inform,"it doesnt matter
"
inform,"i dont care
"
inform,"italian food
"
inform,"spanish
"
inform,"spanish
"
inform,"seafood
"
inform,"moderately priced swedish food
"
inform,"change that to mediterranean food
"
inform,"expensive
"
inform,"what about a restaurant serving thai food
"
inform,"im looking for an expensive restaurant in the south part of town
"
inform,"any
"
inform,"oh i dont care
"
inform,"i want an expensive restaurant serving european food
"
inform,"portuguese food
"
inform,"i want an expensive restaurant in the south part of town
"
inform,"i need to know if there are any restaurants serving turkish food
"
inform,"spanish food
"
inform,"moderately priced restaurant serving moroccan food
"
inform,"chinese food
"
inform,"italian food
"
inform,"greek
"
inform,"i want a moderately priced chinese restaurant
"
inform,"food
"
inform,"i dont care
"
inform,"west
"
inform,"south
"
inform,"doesnt matter
"
inform,"food
"
inform,"can i have moderately priced restaurant
"
inform,"mediterranean food
"
inform,"expensive
"
inform,"cantonese
"
inform,"basque food
"
inform,"any
"
inform,"breath a cheap restaurant in the north part of town
"
inform,"i would like to find a restaurant in the west part of town that serves
"
inform,"dont care expensive
"
inform,"i dont care
"
inform,"dont care
"
inform,"any type is fine
"
inform,"i dont care
"
inform,"chineese
"
inform,"moderately priced west of town
"
inform,"expensive indonesian
"
inform,"west
"
inform,"i dont care
"
inform,"im looking for a korean restaurant
"
inform,"cheap
"
inform,"asian oriental
"
inform,"gastropub
"
inform,"cheap restaurant
"
inform,"looking for a restaurant in the west part of town that serves bistro food
"
inform,"the south
"
inform,"im looking for a moderately priced restaurant
"
inform,"i dont care
"
inform,"any
"
inform,"vietnamese food in any price range
"
inform,"i dont care
"
inform,"i want a polynesian restaurant in the north part of town
"
inform,"restaurant south part of town christmas food
"
inform,"um i would like to find an expensive restaurant in the south part of town
"
inform,"cheap restaurant
"
inform,"im looking for a cheap restaurant serving international food
"
inform,"halal food
"
inform,"oriental
"
inform,"any area
"
inform,"food
"
inform,"find restaurant in north part of town serving asian food
"
inform,"im looking for scandinavian food
"
inform,"seafood
"
inform,"i would like a moderately priced restaurant in the west part of town
"
inform,"austrian
"
inform,"im looking for something cheap
"
inform,"turkish food
"
inform,"chinese foo
"
inform,"i do not care
"
inform,"west
"
inform,"im looking for a cheap restaurant in the south
"
inform,"i dont care
"
inform,"turkish food
"
inform,"id like a cheap restaurant in the south part of town
"
inform,"west
"
inform,"center
"
inform,"caribbean
"
inform,"food
"
inform,"any part of town
"
inform,"im looking for a restaurant
"
inform,"i would like to find a restaurant that serves halal food
"
inform,"vietnamese
"
inform,"spanish food
"
inform,"south
"
inform,"breath id like to find a moderately priced restaurant in the west part of
"
inform,"asian oriental
"
inform,"change that to a chinese restaurant
"
inform,"moderately priced any food
"
inform,"austrian food
"
inform,"i dont care
"
inform,"theres no such venue unintelligible indian type of food
"
inform,"i would like a moderately priced restaurant
"
inform,"moderately priced restaurant turkish food
"
inform,"spanish food
"
inform,"chinese food
"
inform,"english food
"
inform,"cheap restaurant
"
inform,"im looking for vietnamese food in the north part of town
"
inform,"i dont care
"
inform,"i dont care
"
inform,"barbecue food
"
inform,"asian
"
inform,"moroccan food
"
inform,"it doesnt matter
"
inform,"south part
"
inform,"im looking for a christmas food in the south part of town
"
inform,"im looking for a cheap restaurant in the north of
"
inform,"im looking for a restaurant that serves world food
"
inform,"spanish
"
inform,"spanish food
"
inform,"is there an indian restaurant in the south of town
"
inform,"irish food
"
inform,"in cheap restaurant
"
inform,"south part of town
"
inform,"it has to serve unusual
"
inform,"dont care
"
inform,"okay um chinese then
"
inform,"looking for austrian food in the center of town
"
inform,"looking for an expensive restaurant that
"
inform,"can i find an expensive russian food restaurant
"
inform,"north
"
inform,"it doesnt matter
"
inform,"italian food
"
inform,"the west
"
inform,"cheap restaurant
"
inform,"it doesnt matter
"
inform,"any
"
inform,"turkish
"
inform,"chinese food
"
inform,"i dont care
"
inform,"moderate
"
inform,"i dont care
"
inform,"uh cheap restaurant
"
inform,"any price range
"
inform,"mediterranean
"
inform,"any
"
inform,"swedish food expensive
"
inform,"chinese food
"
