dialog_act,utterance
inform,"cuban food cheap restaurant
"
inform,"i want cuban food
"
inform,"modern european food
"
inform,"modern european foo
"
inform,"spanish food west part of town
"
inform,"west
"
inform,"west
"
inform,"spanish
"
inform,"spanish
"
inform,"any area
"
inform,"any
"
inform,"can i have moderately priced restaurnt in the south part of town
"
inform,"any kind of food
"
inform,"may i have the cheap restaurant in the south part of town
"
inform,"i dont care
"
inform,"i want a restaurant in the south part of town that serves moroccan food
"
inform,"im looking for an expensive restaurant in the south part of
"
inform,"world food
"
inform,"im looking for chinese food
"
inform,"im looking for an expensive restaurant in the east part of town
"
inform,"any
"
inform,"im looking for a restaurant that serves german food
"
inform,"a restaurant serving french food
"
inform,"i am looking for a moderate priced restaurant
"
inform,"that serves chinese food
"
inform,"any part
"
inform,"moderate
"
inform,"chinese food im looking for sea food
"
inform,"i dont care
"
inform,"sea food
"
inform,"sea food
"
inform,"sea food
"
inform,"restaurant
"
inform,"south
"
inform,"cheap
"
inform,"any
"
inform,"south
"
inform,"south
"
inform,"south
"
inform,"south part of town
"
inform,"south
"
inform,"portuguese
"
inform,"i would like to find a cheap restaurant in the west part of t
"
inform,"any kind of food
"
inform,"im looking for a greek restaurant
"
inform,"expensive
"
inform,"anything
"
inform,"i dont care
"
inform,"spanish
"
inform,"spanish
"
inform,"moderate
"
inform,"im looking for a restaurant in the center serving
"
inform,"air tran
"
inform,"cheap
"
inform,"i would like to find a moderately priced restaurant in the east part of
"
inform,"i dont care
"
inform,"im looking for a restaurant in the west part
"
inform,"west part of town
"
inform,"west
"
inform,"cuban
"
inform,"indian
"
inform,"west
"
inform,"noise i want to find a restaurant that ser
"
inform,"umh i dont care noise
"
inform,"eritrean food noise
"
inform,"eritrean food
"
inform,"noise i dont care about the price range
"
inform,"im looking for a cheap restaurant in east part of town
"
inform,"dont care
"
inform,"cheap restaurant
"
inform,"cheap restaurant
"
inform,"sea food
"
inform,"sea food
"
inform,"portuguese food
"
inform,"any area
"
inform,"caribbean food
"
inform,"is there mediterranean food
"
inform,"i want mediterranean food
"
inform,"i dont care
"
inform,"i am looking for a moderately priced restaurant and it should
"
inform,"it should serve moroccan food
"
inform,"im looking for a restaurant in any area that serves
"
inform,"um spanish food
"
inform,"restaurant south part of town international food
"
inform,"the north
"
inform,"something cheap
"
inform,"uh i dont mind
"
inform,"canope food
"
inform,"any
"
inform,"any
"
inform,"fusion food
"
inform,"vietnamese
"
inform,"dont care
"
inform,"italian food
"
inform,"im looking for an expensive restaurant that serves
"
inform,"i dont care
"
inform,"seafood
"
inform,"thai food
"
inform,"any
"
inform,"moderately priced
"
inform,"british type
"
inform,"cheap restaurant
"
inform,"moderately priced restaurant
"
inform,"any
"
inform,"any
"
inform,"im looking for a restaurant in the west part of town
"
inform,"thai food
"
inform,"spanish
"
inform,"dont care
"
inform,"east part of town serving swedish food
"
inform,"im looking for a cheap restaurant in the south part of town
"
inform,"i dont care
"
inform,"west part of town
"
inform,"hungarian food
"
inform,"vietnamese food
"
inform,"vietnamese food
"
inform,"scandinavian food
"
inform,"any
"
inform,"scandinavian food
"
inform,"korean food
"
inform,"south noise
"
inform,"french
"
inform,"italian
"
inform,"i would like a restaurant in the west part of town that serves cuban food
"
inform,"indian food
"
inform,"can you tell me about an expensive restaurant in the south
"
inform,"restaurant west part of town
"
inform,"international
"
inform,"international
"
inform,"center area
"
inform,"i would like traditional food in the south part of town
"
inform,"i want to find a cheap restaurant
"
inform,"in the north part
"
inform,"in the north part of town
"
inform,"i dont care
"
inform,"expensive restaurant south part of town
"
inform,"i dont care
"
inform,"cheap restaurant
"
inform,"dont care
"
inform,"barbecue
"
inform,"expensive restaurant serving kosher food
"
inform,"modern european food
"
inform,"english please
"
inform,"spanish food
"
inform,"spanish food
"
inform,"any area
"
inform,"i dont care
"
inform,"i dont care
"
inform,"any
"
inform,"whats a cheap restaurant on the east part of town
"
inform,"okay im looking for moderate price range
"
inform,"i dont know
"
inform,"any area
"
inform,"um moderate
"
inform,"dont care
"
inform,"turkish food
"
inform,"dont care
"
inform,"for a restaurant
"
inform,"part of town that serves asian food
"
inform,"im looking for a restaurant in the east part of town
"
inform,"uh doesnt matter
"
inform,"im looking for a restaurant in the east part of town serving pan asian food
"
inform,"im looking for a restaurant that serves chinese food
"
inform,"im looking for a restaurant that serves chinese food
"
inform,"uh im looking for a moderately priced restaurant serving
"
inform,"im looking for indian food
"
inform,"im looking for a moderately priced restaurant in the north
"
inform,"i dont care
"
inform,"any food
"
inform,"moderate
"
inform,"i dont care
"
inform,"australian
"
inform,"vietnamese food
"
inform,"i would like a cheap restaurant in the north part of town
"
inform,"i dont care
"
inform,"portuguese
"
inform,"portuguese
"
inform,"i dont care
"
inform,"i dont care
"
inform,"moderate
"
inform,"im looking for a restaurant cheap restaurant serving romanian food
"
inform,"portuguese
"
inform,"i want an expensive restaurant in the south part of town
"
inform,"im looking for cheap german food
"
inform,"im looking for a restaurant that serves european food
"
inform,"i want to find a moderately priced restaurant
"
inform,"north
"
inform,"south
"
inform,"dont care
"
inform,"japanese food in the center of town
"
inform,"cantonese
"
inform,"cantonese
"
inform,"cantonese
"
inform,"im looking for a restaurant in any area that serves swedish food
"
inform,"north american
"
inform,"i need something in the east part of town that serves
"
inform,"indonesian
"
inform,"im looking for polynesian food
"
inform,"vietnamese
"
inform,"any area
"
inform,"jamaican food
"
inform,"may i have a moderately priced restaurant serving english
"
inform,"im looking for a cheap restaurant it should serve japanese food
"
inform,"i want spanish food
"
inform,"dont care
"
inform,"dont care
"
inform,"a restaurant that serves scandinavian food
"
inform,"restaurant with scandin
"
inform,"scandinavian food
"
inform,"how bout thai
"
inform,"how bout thai food
"
inform,"how bout thai
"
inform,"how bout thai food
"
inform,"thai food
"
inform,"dont care
"
inform,"expensive
"
inform,"south
"
inform,"south
"
inform,"south
"
inform,"any
"
inform,"expensive
"
inform,"moderately priced restaurant
"
inform,"that serves traditional food
"
inform,"spanish food
"
inform,"spanish food
"
inform,"the north part of town
"
inform,"im looking for a turkish restaurant
"
inform,"i dont care
"
inform,"asian oriental
"
inform,"moderately priced vanessa restaurant
"
inform,"gastropub
"
inform,"south
"
inform,"cheap
"
inform,"cheap
"
inform,"im looking for a cheap restaurant on the north side of town
"
inform,"i want a cheap restaurant in the north part of town
"
inform,"i dont care
"
inform,"im looking a cheap restaurant
"
inform,"in the east part of the town
"
inform,"portuguese
"
inform,"any part
"
inform,"cheap
"
inform,"any kind of food
"
inform,"north
"
inform,"indian
"
inform,"indian
"
inform,"dont care
"
inform,"restaurant in south part of town serves
"
inform,"creative food
"
inform,"i need a restaurant that serves corsica food
"
inform,"im looking for cuban food
"
inform,"asian oriental
"
inform,"any type of food
"
inform,"restaraunt serving fusion food
"
inform,"medterranean
"
inform,"cheap restaurant
"
inform,"korean food
"
inform,"expensive in the south
"
inform,"south
"
inform,"any
"
inform,"expensive
"
inform,"south
"
inform,"dont care
"
inform,"south
"
inform,"south
"
inform,"west
"
inform,"west part of town
"
inform,"west
"
inform,"south
"
inform,"south
"
inform,"dont care
"
inform,"west
"
inform,"west part of town
"
inform,"south part of town
"
inform,"a restaurant
"
inform,"mexican food
"
inform,"im looking for a cheap restaurant that serves christmas food
"
inform,"christmas food
"
inform,"asian oriental food
"
inform,"any area
"
inform,"danish food
"
inform,"mediterranean
"
inform,"i dont care
"
inform,"do you have an expensive restaurant
"
inform,"any any part of town
"
inform,"english food
"
inform,"thai food
"
inform,"center
"
inform,"im looking for bistro food in the center of town
"
inform,"im looking for north american food
"
inform,"can i get a cheap restaurant in the south part of town
"
inform,"any
"
inform,"looking for a restaurant in the east part of town
"
inform,"im looking for a cheap restaurant that serves austrian food
"
inform,"portuguese
"
inform,"i dont care
"
inform,"im looking for a restaurant in the south part of town serving
"
inform,"im looking for a restaurant in the east part of town
"
inform,"moderate price
"
inform,"dont care
"
inform,"malaysian
"
inform,"i dont care
"
inform,"yea id like a restaurant in the west part of town thats
"
inform,"british
"
inform,"cheap
"
inform,"south
"
inform,"south
"
inform,"south bart
"
inform,"i dont care
"
inform,"any
"
inform,"in the north part of town
"
inform,"serving european food
"
inform,"west
"
inform,"british
"
inform,"moderate
"
inform,"the south part of town
"
inform,"cheap restaurant
"
inform,"chinese
"
inform,"im looking for a moderately priced restaurant that serves tur
"
inform,"doesnt matter
"
inform,"doesnt matter
"
inform,"i dont care
"
inform,"im looking for a moderate priced restaurant in south part of
"
inform,"i dont care
"
inform,"im looking for a moderately priced restaurant
"
inform,"west
"
inform,"i want a polynesian restaurant in the west part of town
"
inform,"im looking for an expensive restaurant in the east part of town
"
inform,"cheap restaurant north part of town
"
inform,"north
"
inform,"moderately priced
"
inform,"i dont care
"
inform,"im looking for a cheap restaurant in the south part of town
"
inform,"i dont care
"
inform,"im looking for a restaurant in the west part of town
"
inform,"mediterranean
"
inform,"indian
"
inform,"i am looking for a moderately priced restaurant in the north
"
inform,"talian food
"
inform,"ok talian food
"
inform,"kitalian food
"
inform,"i am looking for kitalian food
"
inform,"katalian food
"
inform,"i am looking for italian
"
inform,"im looking for kitalian food in an expensive res
"
inform,"i am looking for catalin food
"
inform,"dont care
"
inform,"cheap
"
inform,"south side
"
inform,"doesnt matter
"
inform,"a cheap
"
inform,"i dont care
"
inform,"lebanese
"
inform,"asian oriental
"
inform,"center
"
inform,"west
"
inform,"west
"
inform,"cuban
"
inform,"cuban
"
inform,"cuban
"
inform,"cuban
"
inform,"dont care
"
inform,"basque food in the east part of town
"
inform,"basque
"
inform,"any
"
inform,"mediterranean food
"
inform,"i would like to find a restaurant in the west part of town that serves
"
inform,"turkish food
"
inform,"im looking for a restaurant in the
"
inform,"south
"
inform,"south part of town
"
inform,"swedish
"
inform,"indian food
"
